# intent must be one of: promise_to_pay, payment_claim, dispute, document_request, process_deflection, hardship, refusal, acknowledgement, unclear  |  confidence must be 'clear' or 'ambiguous'  |  see docs/CODEBOOK.md  |  do NOT discuss items with the other annotator until both files are complete
item_id,scenario,reply,intent,promised_date_raw,promised_date_resolved,disputed_amount,claimed_utr,documents_requested,confidence
h03_i01,Two of the cartons in the last delivery arrived crushed and you had to reject them. Nobody has sent you a corrected bill. The supplier is asking for full payment. The bill is more than three months overdue.,"damaged cartons ka issue tha na, uska revised bill nahi aaya abhi. woh bhej do",,,,,,,
h04_i08,You are waiting for your GST filing to be done before releasing payments this month. The supplier has followed up for the second time.,"filing ka wait chal raha hai, GST complete hote hi payments release karenge",,,,,,,
h02_i03,Your company requires all supplier bills to be uploaded to a vendor portal. This one is not showing up there. The supplier says they sent it by email.,invoice email pe hai but portal me nahi aa raha,,,,,,,
h04_i02,You paid roughly half of what is owed last week and plan to pay the rest later. The supplier is asking for the full amount. This is the first time they have contacted you about it.,"half payment toh kar diya hai last week, baki thoda late hoga",,,,,,,
h05_i02,You paid roughly half of what is owed last week and plan to pay the rest later. The supplier is asking for the full amount. This is the first time they have contacted you about it.,"last week aadha pay kar diya tha, remaining thode din me kar denge",,,,,,,
h01_i08,You are waiting for your GST filing to be done before releasing payments this month. The supplier has followed up for the second time.,GST filing pending hai isliye payments hold pe hain abhi. ho jayega toh release kar denge,,,,,,,
h02_i08,You are waiting for your GST filing to be done before releasing payments this month. The supplier has followed up for the second time.,"GST ka kaam complete nahi hua abhi, isliye iss month ka payment rukha hua hai",,,,,,,
h04_i06,You received less material than what the bill says. The supplier is following up on the full amount. The bill is about three weeks overdue.,"received qty kam thi bhai, invoice ek baar recheck karo",,,,,,,
h03_i03,Your company requires all supplier bills to be uploaded to a vendor portal. This one is not showing up there. The supplier says they sent it by email.,"portal wala issue hai, email se invoice aa gaya but system me nahi dikh raha",,,,,,,
h04_i01,Two of the cartons in the last delivery arrived crushed and you had to reject them. Nobody has sent you a corrected bill. The supplier is asking for full payment. The bill is more than three months overdue.,"2 cartons crush ho gaye the delivery me, isliye reject kiye. revised bill send karo",,,,,,,
h05_i05,"You could manage the payment if you were allowed to split it over a few months, but not in one go. The supplier is asking for the whole amount. You have a long-standing relationship with this supplier.",pura amount ek baar me dena possible nahi hoga. few months me divide kar sakte hai?,,,,,,,
h04_i05,"You could manage the payment if you were allowed to split it over a few months, but not in one go. The supplier is asking for the whole amount. You have a long-standing relationship with this supplier.",abhi full amount arrange nahi hoga. agar instalments me chalega toh manage kar lenge,,,,,,,
h04_i03,Your company requires all supplier bills to be uploaded to a vendor portal. This one is not showing up there. The supplier says they sent it by email.,"email pe bhejna enough nahi hai hamare yaha, portal pe upload karna padta hai",,,,,,,
h01_i07,You genuinely forgot about this bill. It is a small amount and you can pay it quickly. The supplier has just messaged. The bill is about three weeks overdue.,haan ye reh gaya tha meri side se 😅 abhi payment karwa deta hu,,,,,,,
h01_i02,You paid roughly half of what is owed last week and plan to pay the rest later. The supplier is asking for the full amount. This is the first time they have contacted you about it.,"half payment last week kar diya tha, baki thoda time lagega",,,,,,,
h05_i04,You are not sure whether this bill has been paid or not and you need to check with your accounts person. The supplier is asking. You have a long-standing relationship with this supplier.,"ek baar accounts se dekhna padega, paid hai ya pending not sure",,,,,,,
h05_i08,You are waiting for your GST filing to be done before releasing payments this month. The supplier has followed up for the second time.,"GST filing pending hai abhi, isliye iss month payments release nahi kiye hain",,,,,,,
h01_i06,You received less material than what the bill says. The supplier is following up on the full amount. The bill is about three weeks overdue.,"bill me quantity zyada hai, hume actual me kam material mila tha. ek baar check karo",,,,,,,
h05_i06,You received less material than what the bill says. The supplier is following up on the full amount. The bill is about three weeks overdue.,bill ki quantity aur received quantity different hai. kam material mila tha,,,,,,,
h02_i05,"You could manage the payment if you were allowed to split it over a few months, but not in one go. The supplier is asking for the whole amount. You have a long-standing relationship with this supplier.",ek saath pura dena mushkil hai. monthly thoda thoda kar dein?,,,,,,,
h01_i04,You are not sure whether this bill has been paid or not and you need to check with your accounts person. The supplier is asking. You have a long-standing relationship with this supplier.,"ek min accounts wale se check karke batata hu, payment hua hai ya nahi confirm nahi hai",,,,,,,
h02_i01,Two of the cartons in the last delivery arrived crushed and you had to reject them. Nobody has sent you a corrected bill. The supplier is asking for full payment. The bill is more than three months overdue.,bhai 2 carton damaged the aur humne accept nahi kiye. corrected invoice bhejo fir payment karte hai,,,,,,,
h02_i06,You received less material than what the bill says. The supplier is following up on the full amount. The bill is about three weeks overdue.,"quantity match nahi ho rahi invoice se, delivery kam thi",,,,,,,
h05_i01,Two of the cartons in the last delivery arrived crushed and you had to reject them. Nobody has sent you a corrected bill. The supplier is asking for full payment. The bill is more than three months overdue.,haan isme 2 carton damaged the so we rejected them. corrected bill nahi mila abtak,,,,,,,
h02_i02,You paid roughly half of what is owed last week and plan to pay the rest later. The supplier is asking for the full amount. This is the first time they have contacted you about it.,around half last week de diya tha. remaining next payment me kar denge,,,,,,,
h03_i04,You are not sure whether this bill has been paid or not and you need to check with your accounts person. The supplier is asking. You have a long-standing relationship with this supplier.,honestly yaad nahi payment hua tha ya nahi 😅 accounts se puch ke bataunga,,,,,,,
h01_i05,"You could manage the payment if you were allowed to split it over a few months, but not in one go. The supplier is asking for the whole amount. You have a long-standing relationship with this supplier.",pura amount ek saath possible nahi hoga. 2-3 months me split kar sakte hai kya,,,,,,,
h01_i03,Your company requires all supplier bills to be uploaded to a vendor portal. This one is not showing up there. The supplier says they sent it by email.,mail pe mila tha but portal pe show nahi ho raha. portal pe upload kar do pls,,,,,,,
h05_i03,Your company requires all supplier bills to be uploaded to a vendor portal. This one is not showing up there. The supplier says they sent it by email.,invoice mail pe mila tha but vendor portal me nahi aa raha,,,,,,,
h04_i07,You genuinely forgot about this bill. It is a small amount and you can pay it quickly. The supplier has just messaged. The bill is about three weeks overdue.,oh sorry ye toh meri nazar se nikal gaya tha. payment karwa deta hu,,,,,,,
